"Date","Price","Open","High","Low","Vol.","Change %"
"May 16, 2006","196.00","195.00","200.00","195.00","64.31K","-2.49%"
"May 15, 2006","201.00","209.00","209.00","201.00","277.47K","-1.47%"
"May 12, 2006","204.00","205.00","208.90","204.00","49.60K","1.95%"
"May 11, 2006","200.10","207.90","207.90","200.10","20.13K","-3.75%"
"May 10, 2006","207.90","219.80","219.80","207.90","130.04K","-5.50%"
"May 09, 2006","220.00","217.50","222.00","217.50","272.10K","1.15%"
"May 08, 2006","217.50","210.00","217.50","210.00","544.21K","5.58%"
"May 05, 2006","206.00","201.00","210.00","201.00","48.28K","1.98%"
"May 04, 2006","202.00","198.00","202.00","198.00","46.78K","2.02%"
"May 03, 2006","198.00","198.00","198.00","198.00","11.40K","1.54%"
"May 02, 2006","195.00","193.10","197.00","193.10","47.70K","-1.52%"
"Apr 28, 2006","198.00","199.80","199.80","198.00","9.60K","-1.00%"
"Apr 27, 2006","200.00","203.00","203.00","198.00","18.98K","2.56%"
"Apr 26, 2006","195.00","193.90","195.00","193.90","39.40K","0.31%"
"Apr 25, 2006","194.40","190.00","194.90","190.00","2.23K","1.25%"
"Apr 24, 2006","192.00","190.00","192.00","190.00","155.07K","1.05%"
"Apr 21, 2006","190.00","185.50","190.00","185.50","45.35K","1.06%"
"Apr 20, 2006","188.00","183.20","188.00","183.20","6.71K","1.62%"
"Apr 19, 2006","185.00","183.90","185.00","183.90","22.80K","2.04%"
"Apr 18, 2006","181.30","180.00","181.30","180.00","68.06K","0.72%"
"Apr 17, 2006","180.00","180.00","180.00","180.00","6.00K","-2.17%"
"Apr 14, 2006","184.00","181.00","185.00","181.00","40.33K","-3.16%"
"Apr 13, 2006","190.00","190.00","190.00","190.00","44.70K","1.33%"
"Apr 10, 2006","187.50","185.30","187.50","185.30","24.10K","1.19%"
"Apr 07, 2006","185.30","188.00","188.00","185.30","169.42K","0.00%"
"Apr 06, 2006","185.30","185.00","185.30","185.00","0.30K","-3.44%"
"Apr 05, 2006","191.90","190.10","191.90","190.10","89.85K","0.73%"
"Apr 04, 2006","190.50","183.90","190.50","183.90","54.16K","4.67%"
"Apr 03, 2006","182.00","180.00","182.00","180.00","25.75K","-1.09%"
"Mar 31, 2006","184.00","182.20","184.00","182.20","6.04K","0.99%"
"Mar 30, 2006","182.20","180.00","182.20","178.00","111.45K","-0.98%"
